792, 0, 0.919540229885058
792, 1, 0.919540229885058
792, 2, 0.919540229885058
792, 3, 0.919540229885058
792, 4, 1.14942528735632
792, 5, 1.14942528735632
792, 6, 0.919540229885058
792, 7, 0.919540229885058
792, 8, 0.689655172413793
792, 12, 1.14942528735632
792, 13, 1.14942528735632
792, 16, 1.14942528735632
792, 17, 1.14942528735632
792, 18, 0.919540229885058
792, 19, 0.459770114942529
792, 20, 1.14942528735632
792, 21, 1.14942528735632
792, 22, 0.919540229885058
792, 25, 1.14942528735632
792, 26, 1.14942528735632
474, 0, 1.22222222222222
474, 1, 1.22222222222222
474, 2, 1.22222222222222
474, 3, 1.22222222222222
474, 4, 1.22222222222222
474, 5, 1.22222222222222
474, 6, 1.22222222222222
474, 7, 1.22222222222222
474, 8, 1.22222222222222
474, 13, 1.22222222222222
474, 14, 1.22222222222222
474, 16, 1.22222222222222
474, 17, 0.244444444444444
474, 18, 0.244444444444444
474, 19, 0.244444444444444
474, 20, 0.244444444444444
474, 21, 1.22222222222222
474, 22, 1.22222222222222
474, 23, 1.22222222222222
474, 24, 1.22222222222222
474, 25, 1.22222222222222
474, 26, 0.244444444444444
831, 0, 1.27358490566038
831, 1, 0.764150943396226
831, 2, 1.27358490566038
831, 3, 1.27358490566038
831, 4, 1.27358490566038
831, 5, 1.27358490566038
831, 6, 1.27358490566038
831, 7, 1.27358490566038
831, 8, 1.27358490566038
831, 9, 1.27358490566038
831, 10, 0.764150943396226
831, 11, 1.27358490566038
831, 12, 0.764150943396226
831, 13, 1.0188679245283
831, 14, 1.0188679245283
831, 15, 0.509433962264151
831, 16, 1.27358490566038
831, 17, 0.764150943396226
831, 18, 0.509433962264151
831, 19, 0.254716981132075
831, 20, 0.254716981132075
831, 21, 1.27358490566038
831, 22, 1.27358490566038
831, 23, 1.27358490566038
831, 24, 0.764150943396226
831, 25, 1.27358490566038
831, 26, 0.509433962264151
204, 0, 1.03225806451613
204, 1, 1.03225806451613
204, 2, 1.03225806451613
204, 3, 0.774193548387097
204, 4, 1.03225806451613
204, 5, 0.774193548387097
204, 6, 0.774193548387097
204, 7, 1.03225806451613
204, 8, 1.03225806451613
204, 9, 0.774193548387097
204, 10, 1.03225806451613
204, 11, 1.03225806451613
204, 12, 0.774193548387097
204, 13, 0.516129032258065
204, 14, 1.03225806451613
204, 15, 0.774193548387097
204, 16, 1.03225806451613
204, 19, 1.03225806451613
204, 21, 1.29032258064516
204, 22, 1.29032258064516
204, 23, 1.03225806451613
204, 24, 1.29032258064516
204, 25, 1.29032258064516
204, 26, 1.29032258064516
62, 0, 1.07692307692308
62, 2, 1.07692307692308
62, 3, 1.07692307692308
62, 4, 1.07692307692308
62, 5, 1.07692307692308
62, 7, 1.07692307692308
62, 11, 0.861538461538461
62, 12, 1.07692307692308
62, 13, 1.07692307692308
62, 18, 1.07692307692308
62, 19, 0.215384615384615
62, 21, 1.07692307692308
62, 22, 1.07692307692308
62, 25, 1.07692307692308
479, 0, 0.888888888888889
